source_sentence,target_sentence
Thôi cụng cái ly lấy hên cho buổi nay coi bà con.,Chúng ta hãy chạm ly để chúc cho cuộc gặp hôm nay.
Chỗ quen không có gì mà phải khớp nớp như vậy chớ.,Chỗ quen biết không có việc gì mà phải khép nép như vậy chứ.
"Nhà nó mấy chị em đều sa vô nghề đó, nghe buồn thiệt.","Các chị em trong gia đình đó đều làm nghề mại dâm, thật đáng tiếc."
"Được đi chơi là tụi nhỏ hủn hởn liền, chuẩn bị đồ đạc từ sớm.","Được đi chơi là bọn trẻ hớn hở ngay, chuẩn bị đồ đạc từ sớm."
"Thím Bảy nhắc chuyện con ngan hoài, nghe quen tai rồi.","Thím Bảy hay nói tới chuyện con ngan mãi, tớ quen tai rồi."
Chỗ đó nước sôi tiêm kìa.,Chỗ đó nước sủi tăm kìa.
Kiểu người tài năng kỳ quặc đó tui biết rõ mà.,Kiểu người tài năng khác lạ đó tôi biết rõ mà.
"Bánh trớn cao nghệu, nặng nề thấy mồ luôn nghen.",Bánh đà có kích thước rất lớn và trọng lượng cực kỳ nặng.
"Có gì đâu mà cãi dữ thần, nói tới sùi bọt mép luôn vậy?",Có chuyện gì mà tranh cãi gay gắt đến mức như thế?
Giai thoại về Hắc công tử với Bạch công tử xứ Bạc Liêu ai cũng biết.,Giai thoại về Hắc công tử với Bạch công tử xứ Bạc Liêu ai cũng biết.
"Hồi đó nghèo quá trời, mua nổi chục chén kiểu cũng khó khăn lắm.",Ngày trước kinh tế khó khăn đến mức mua một bộ bát sứ cũng không dễ.
"Có mấy vấn đề cốt yếu, thế mà ổng nói lòng vòng làm chẳng ai hiểu gì cả.","Có mấy vấn đề cốt yếu, thế mà ông ấy nói vòng vo làm chẳng ai hiểu gì cả."
"Ông chơi xộp dữ thần, bỏ ra mấy tỉ bạc để cất trường ông cho bọn trẻ ở quê tôi mậy.","Ông ấy chơi sang kinh khủng, bỏ ra mấy tỉ bạc để xây trường học cho bọn trẻ ở quê tôi bạn."
Nó quào đống lá rụng ngoài sân gom lại một chỗ.,Nó cào đống lá rụng ngoài sân gom lại một chỗ.
Ổng ngồi tần mần sửa cái đồng hồ suốt cả buổi chiều.,Ông ấy ngồi tỉ mỉ sửa chiếc đồng hồ suốt cả buổi chiều.
"Tao học được cái sõi này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái phục hồi này từ hồi nhỏ, giờ vẫn nhớ."
"Ba cái chuyện đó, họ ém nhẹm dễ gì mà công chúng hay được","Mấy chuyện đó, họ giấu nhẹm đi dễ gì mà công chúng biết được"
Ổng làm thợ cả trong xưởng đường.,Ông ấy làm thợ cả trong xưởng đường.
Giao chuyện gì cho nó cũng dễ bể chuyện lắm nghen.,Mỗi khi nó đảm nhận công việc thì thường xảy ra trục trặc.
"Hai anh em thằng nhỏ nhìn y chang nhau, tui dòm hoài hổng ra luôn.","Hai anh em nhà nó trông giống hệt nhau, tôi nhìn mãi không phân biệt được luôn."
Làm nãy giờ cứ xà quần chỗ này.,Làm nãy giờ cứ lẩn quẩn chỗ này.
"Tao học được cái quạt lúa này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái dụng cụ làm sạch lúa lép này từ hồi nhỏ, giờ vẫn nhớ."
Đồ ăn còn lại minh thiên,Đồ ăn còn lại la liệt
Nhà chú Ba sắp gầy cái tiệc bự chảng ăn mừng trúng mùa sầu riêng.,Nhà chú Ba sắp bày bữa ăn linh định đãi khách to đùng ăn mừng trúng mùa sầu riêng.
Chúng nó cũng thường ăn béo ăn bớt của dân được cái gì hay cái nấy,Bọn chúng cũng thường ăn bớt ăn xén của dân được cái gì hay cái nấy
Cầm cái quạng ra mương xúc cá lòng tong.,Cầm cái vợt/dụng cụ xúc ra mương bắt cá.
"Mèn đét ơi, đi nhậu nhẹt ráo trọi mà lúc tính tiền ai cũng nín khe, chỉ có tui lòi ra trả.","Trời đất ơi, đi ăn nhậu toàn bộ mà lúc tính tiền ai cũng im lặng, chỉ có tôi phải xì tiền ra."
"Chuyện này lạ thiệt, tui tận mắt thấy luôn.","Chuyện linh hoạt này nghe lạ nhưng thật đó, tớ chứng kiến."
"Ông nhà tôi có cái tính bung xoà lắm mậy, nên ai ổng cũng gặp gỡ hết trơn á.","Nhà tôi có cái tính cởi mở lắm bạn, nên ai ông ấy cũng tiếp đón hết cả đấy."
Con gà giống mới mua bị sẩy chuồng vuột mất tiêu rồi ba.,Con gà giống mới mua bị sổng chuồng sổng mất tăm rồi bố.
"Đừng buồn, làm ăn ai mà chẳng có lúc lận đận mãi vầy.","Đừng buồn, làm ăn ai mà chẳng có lúc long đong lận đận mãi thế này."
Tụi giang hồ vừa hăm là tao nổi nóng liền.,Chỉ nghe bọn giang hồ đe dọa là tôi đã nổi giận.
Uống có một ly nước trà mà bụng nó đã bào bọt,Uống có một ly nước chè mà bụng nó đã cồn cào
"Bả mần mai mát tay lắm, đám nào cũng êm xuôi hết trơn.","Bà ấy làm mối mát tay lắm, đám nào cũng êm xuôi hết sạch."
Cơm đầy nhóc vầy chắc ăn tới mai quá.,Lượng cơm nhiều như vậy có lẽ ăn rất lâu mới hết.
"Chị cũng biết, việc đó mà không chạy thuốc thì không yên được đâu","Chị cũng hiểu luật rồi đấy, việc đó mà không đút lót chạy chọt thì không thể nào êm xuôi được đâu"
"Sinh nhật nó hôm qua, tui đi ké rồi được chia bánh kem.",Hôm qua tôi đi cùng đến sinh nhật của Tèo và được ăn bánh kem.
Cái xứ dưới đó nhiều người thỏn vỏn quá trời luôn.,Khu vực đó có nhiều người gầy yếu hơn những nơi khác.
"Chân bước thoăn thoắt, tới đầu cầu khỉ là đứng lại liền.",Cậu ấy đi rất nhanh rồi dừng ở đầu cây cầu khỉ.
"Hồi nhỏ học được vụ quần bát này, tới giờ hổng quên.",Từ nhỏ tôi đã biết kiểu quần này và đến nay vẫn nhớ.
"Để giải tán đám đông, cảnh sát phải bắn bống ba phát","Để giải tán đám đông, cảnh sát phải bắn chỉ thiên ba phát"
Lấy búp bê cho bé chơi ngoan nha.,Lấy búp bê cho bé chơi ngoan nhé.
"Cháu nó bị bịnh ban đỏ, tối ngày cứ khóc quấy hoài, tội nghiệp ghê.","Cháu nó bị bệnh sởi, suốt ngày cứ khóc quấy mãi, tội nghiệp ghê."
"Bả nói tùm lum quen rồi, chớ thiệt ra hổng có chuyện gì hết.","Bà ấy thường nói lan man, nhưng thực ra không có vấn đề gì cả."
"Chành cây cột vầy tui thấy mệt ghê, ông phụ tui với.","Gọt phẳng cây cột thế này tôi thấy mệt ghê, anh phụ tôi với."
"Đón khách kiểu này mà dùng chén đá, thiệt tình tui mắc cỡ ghê.",Tiếp khách bằng bát sành như thế làm tôi cảm thấy không tiện.
Thanh niên hồi đó chuộng quần ống bè dữ lắm.,Thanh niên thời ấy rất thích mặc quần ống loe.
"Đi chơi làm mất cái xe đạp, hông biết về ba má có la không.","Đi chơi làm mất cái xe đạp, không biết về bố mẹ có mắng không đây nữa?"
"Hổng có chuyện gì đâu, đừng lo dữ vậy.","Không có việc gì nghiêm trọng đâu, đừng quá lo."
"Đi đâu mất tiêu rồi, giờ này còn chưa thấy tăm hơi.",Không rõ người đó đi đâu mà đến giờ vẫn chưa thấy xuất hiện.
Nó qua nhà bạn ăn dầm nằm dề cả tuần chưa chịu về.,Nó qua nhà bạn bám riết không dứt cả tuần chưa chịu về.
"Bán tui một kí thịt nghen, lựa miếng ngon chút chị.",Xin chị bán cho tôi một cân thịt và chọn phần ngon giúp tôi.
"Đồ lô can mà cũng mua, coi chừng tiền mất tật mang nghen.",Mua hàng rẻ tiền kém chất lượng dễ gây lãng phí.
"Hồi đó má hay dẫn tui đi may đồ, vui ghê.","Hồi đó mẹ hay dẫn tôi đi may đồ, vui ghê."
"Con lấy dùm ba cây kềm coi, ba nhổ mấy cây đinh này cái.",Con lấy cho bố chiếc kìm để bố nhổ những chiếc đinh này nhé.
"Ba cái chuyện đó tui xử ngon lành, khỏi lo.",Việc đó nằm trong khả năng và rất dễ thực hiện với tôi.
Tụi bây thấy xe lô không? Tao thấy từ hồi nãy rồi.,Các bạn thấy xe khách nhỏ không? Tớ thấy từ nãy rồi.
Mần ăn buôn bán thì mặt mày phải lanh quá xá là lanh mới đặng.,Làm ăn buôn bán thì mặt mũi phải lém lỉnh quá chừng mới được.
Nội tui hay vấn tóc cao nhìn duyên dữ lắm.,Bà tôi thường búi tóc cao và trông rất duyên dáng.
"Canh rau mùng tơi ăn mát ruột lắm, cơ mà mấy đứa nhỏ hổng khoái món này.","Canh rau mồng tơi ăn mát ruột lắm, nhưng mấy đứa nhỏ lại không thích."
"Vợ chồng nó ở chung mà cứ lình xình hoài, dòm trớt quớt hết trơn ráo trọi vậy mậy.","Vợ chồng nó ở chung mà cứ lục đục mãi, nhìn chán ngắt hết cả toàn bộ vậy bạn."
Bà Phán bẻ lại ông mấy câu làm ổng câm nín luôn.,Bà Phán phản bác lại ông mấy câu làm ông ấy cứng họng luôn.
"Mở miệng ra là chửi thề, tao vả tét miệng đó, hư nết quá.","Hễ mở mồm ra là chửi thề, ta vả cho vỡ miệng bây giờ, hư nết quá."
"Tui thấy con nhỏ nầy dẻo kẹo ghê, nghe nổi da gà.","Tôi thấy con bé này dẻo thật ghê, nghe nổi da gà."
Nói chuyện gì mà nghe trặc họng.,Nói chuyện gì mà nghe ngang ngược.
"Cứ mạnh dạn làm đi, lần khần hoài hổng nên chuyện đâu.","Hãy quyết đoán thực hiện, chần chừ mãi sẽ không đạt kết quả."
Những người tu thành chánh quả,Những người đã tu hành đắc đạo
Chuyện dóc cùng mình hơi đâu mà nghe cho mệt,"Chuyện bịa đặt hoàn toàn, nghe làm gì cho mệt người"
Ba trái khế này ăn đỡ buồn miệng được nghen.,Mấy quả khế này có thể ăn cho vui miệng.
Đi đâu mà mặc đồ coi sang quá trời vậy cậu Năm?,Cậu Năm đi đâu mà ăn mặc chỉnh tề và sang trọng thế?
"Có chắc chắn hông đó, la làng lên rồi xin lỗi hổng kịp đâu nhen.","Có chắc chắn không vậy ông anh, la làng lu loa lên đến lúc lỡ miệng không kịp xin lỗi đâu nhé."
Nước lên cỡ đó là hết mức rồi nghen.,Mực nước sẽ không vượt quá mức đó trong tháng này.
Hùn hạp làm ăn mà không tin tưởng nhau thì sớm muộn chi rồi cũng bể đám,Làm ăn chung mà không tin tưởng nhau thì sớm muộn gì cũng tan rã
Ông khách sàng tới sàng lui vầy nhìn sốt ruột ghê.,Vị khách đi qua đi lại thế này nhìn sốt ruột ghê.
"Ba cái vụ lẻ mẻ thôi, nói ở đây làm gì cho rườm rà.","Đó chỉ là chuyện vụn vặt, không cần mang ra nói ở đây."
Con lo lấy cây viết biên mấy thứ má dặn đàng hoàng vô sột giấy rồi chạy đi mua lẹ coi mậy.,Con lo lấy cây bút ghi lại mấy thứ mẹ dặn cẩn thận vào tờ giấy rồi chạy đi mua nhanh xem nào bạn.
"Con gái gì mà ngày nào cũng thấy đi rong ngoài đường, chẳng lo chuyện nhà.","Là con gái mà ngày nào cũng thấy đi lang thang ngoài phố, chẳng chịu lo toan việc nhà cửa gì cả."
Coi chừng chân cẳng đạp trúng ốc ghi lủng chà bá rồi đi đứng xi cà que ráng chịu nghe hôn.,Coi chừng chân cẳng đạp trúng ốc gai nhọn thủng to đùng rồi đi đứng tập tễnh ráng chịu nghe chưa.
"Chở đạo vầy khẳm thuyền là cái chắc, phải cẩn thận nghen ông.","Chở đạo thế này nặng thuyền là cái chắc, phải cẩn thận nhé anh."
Nhờ thằng nhỏ lấy xe bù ệt ra chở mớ đất sau hè.,Nhờ đứa nhỏ lấy xe cút kít ra chở mớ đất sau hè.
"Gặp chuyện vậy mà thằng bạn vẫn còn sạc, gan thiệt.","Gặp chuyện vậy mà bạn nam vẫn còn nạp điện; hoặc la rầy, gan thật."
"Cái thằng này chỉ giỏi nói hoét vầy, chớ dốt bỏ mẹ.","Cái cậu này chỉ giỏi bốc phét thế này, chứ thực chất dốt đặc cán mai."
Nghe cái rầm làm tao sảng hồn.,Nghe tiếng rầm làm tớ giật nảy mình.
"Chàng hiu đi nói, lắc đầu không ưng",Anh chàng đến hỏi cưới mà cô ấy lắc đầu không đồng ý
"Áo tay giún vầy xưa rồi, giờ người ta mặc kiểu khác hết trơn à.","Áo tay bồng nhăn này cũ rồi, giờ người ta mặc kiểu khác hết cả rồi."
Mới rầy la xíu xiu mà làm gì ngùng ngằng mặt sưng mày xỉa vầy nè.,Mới la mắng một tí mà làm gì vùng vằng mặt sưng mày xỉa lên thế này.
"Xe xuống giá vầy là tui mua liền, tui hổng đợi nữa đâu.","Xe giảm giá thế này là tôi mua liền, tôi không đợi nữa đâu."
Cái chạn này đổ được đôi ba chục giạ,Cái bồ này đựng được khoảng vài chục giạ lúa
"Bình tĩnh mà nói, có chuyện chi mà anh em cự lộn dữ vậy chớ","Cứ bình tĩnh từ từ nói, có chuyện gì mà anh em cãi cọ nhau ầm ĩ thế"
"Tại vì là bồ tèo với nhau nên chuyện mần ăn gì tụi nó cũng chia sẻ hết trơn, hông có giấu giếm nghe hôn.","Tại vì là bạn nối khố với nhau nên chuyện làm ăn gì chúng nó cũng chia sẻ hết cả, không có giấu giếm nghe chưa."
Lấy băng keo cho tao dán mấy chỗ nối dây này.,Lấy băng dính để tôi bọc các điểm nối dây điện.
"Điện lóe lên, coi chừng cúp điện.","Điện lóe lên, coi chừng mất điện."
Mần cái chòi vịt kiểu gì kì quái vầy sao tránh gió dông.,Làm cái chòi vịt kiểu gì kỳ quặc thế này sao tránh gió dông.
"Cái xào xáo đó tao học được lâu rồi, quên sao nổi.",Tôi biết chuyện lục đục đó từ lâu và vẫn còn ghi nhớ.
Mua ba mớ cá bống cát này về kho khô,Mua mớ cá bống cát này về kho mặn
Con Đuối cứ rượt nà theo con nai cha.,Con Đuối cứ rượt sát gót theo con nai cha.
"Tụi đạo chích ở đây ranh ma, hổng lo canh chừng là mất sạch.","Bọn trộm cắp ở đây rất tinh vi, không cảnh giác là mất hết."
Nói tới chuyện đi học là thấy nó oác ra rồi,Nói đến chuyện đi học là thấy nó chán nản lảng ra rồi
"Bụng nó vượt mặt rồi, coi bộ gần đẻ lắm nghen.","Bụng cô ấy đã rất lớn, chắc ngày sinh không còn xa."
"Giờ tới lượt mầy nói thêm vô nữa, nó buồn là phải rồi.",Bây giờ bạn còn góp thêm lời nữa thì nó buồn cũng đúng.
"Ở dưới quê người ta hay xa biệt mù lắm, trên này ít hơn.","Ở dưới quê người ta hay xa thẳm lắm, trên này ít hơn."
"Thằng trộm lẻn vô lấy ráo trơn đồ đạc trong nhà tui rồi, tức muốn chết.","Thằng trộm lẻn vào lấy sạch sành sanh đồ đạc trong nhà tôi rồi, tức muốn chết."
Mày cứ chọt hoài làm tao cười muốn xỉu.,Cậu cứ cù mãi khiến tôi buồn cười quá mức.
Bộ mày cha người ta hay sao mà ăn khúc nhưn không vậy?,Mày là bố người ta hay sao mà moi móc phần nhân ăn không vậy?
Anh làm hư món đồ chơi của em Anh phải bắt thền cho em mới được,Anh làm hỏng món đồ chơi của em Anh phải đền cho em mới được
"Khứa đó nhát nhột dữ thần, đụng ba sườn chưa kịp cù léc là nó giãy nảy lên ráo trọi rồi.","Anh đó sợ bị cù kinh khủng, đụng mạn sườn chưa kịp cù lét là nó giãy nảy lên toàn bộ rồi."
"chỗ nào kín đáo thì dọn luồng, dầu phải nhổ phăng đi cả chục bụi lúa","chỗ nào kín đáo thì dọn luồng câu, dù phải nhổ phăng đi cả chục bụi lúa"
"Cua lửa dòm đỏ lừ nhưng độc lắm, đem về băm cho heo xơi ráo trọi đi nghe hôn khứa nhỏ.","Cua đồng vỏ đỏ nhìn đỏ lừ nhưng độc lắm, mang về băm cho lợn ăn toàn bộ đi nghe chưa cậu bé."
"Làm ăn mà, lâu lâu lật dù một bữa cũng thường thôi.",Kinh doanh thì thỉnh thoảng gặp thất bại là chuyện bình thường.
"Ở đây bí bách quá, thở không nổi luôn đó.",Nơi này rất ngột ngạt và khó hô hấp.
tiếng nước chảy ào ào dưới chân cầu nước bắc ra con kênh,tiếng nước chảy mạnh dưới chân cầu tắm bắc ra phía kênh
"Chuyện này tao nghi lắm mậy, đợi con mẻ tỉnh hồn lại tao cật vấn liền.","Chuyện này tôi thấy khả nghi lắm bạn, đợi mụ ta tỉnh lại tôi tra hỏi liền."
"Bả ăn trầu rồi phun tùm lum, đỏ cả góc nhà luôn.",Việc nhổ bã trầu bừa bãi làm góc nhà nhuộm đỏ rất mất vệ sinh.
Thấy cái mặt ổng gằm gằm là mày coi chừng đó,Thấy mặt ông ấy hằm hằm như thế là cậu phải cẩn thận đấy
Mấy thằng làm chuyện ác rồi ngủm cũng đáng đời hết trơn.,Những kẻ gây tội ác rồi chết đi cũng là điều đáng chịu.
"Lấy trứng kiến vàng làm mồi, cá rô khoái lắm nghen.",Dùng trứng kiến vàng làm mồi sẽ thu hút cá rô rất tốt.
"Mần việc rấp riu đi mậy, chớ có đợi chờ chi cho mất công nghe hôn khứa nhỏ.","Làm việc thong thả từng tí một đi bạn, chớ có đợi chờ gì cho mất công nghe chưa cậu bé."
Trời hanh hảnh nắng vầy có gì đâu mà phải đội nón cho cực.,Trời hửng nắng nhẹ thế này có gì đâu mà phải đội mũ cho cực.
Chuyện đó người ta bàn ra tán vô suốt cả tuần nay hà.,Mọi người đã bàn tán về chuyện đó suốt cả tuần qua.
Tên xấu háy của nó là Đẹt.,Tên tục của nó là Đẹt.
"thu hút một số lái chuyên nghiệp, gọi lái rồi .","thu hút một số lái buôn chuyên nghiệp, gọi là 'lái rồi'."
"Coi bộ tễnh toãng quá nghen, tao thấy từ hồi nãy lận.","Có vẻ khá bất cẩn đấy, tôi đã nhận thấy từ lúc trước."
"Nhậu xíu xiu mà bày đặt khoe khoang, làm chi cho mệt.","Nhậu một chút mà bày đặt khoe khoang, làm gì cho mệt."
Ông ta có cái tánh mỗi lần vào cửa quan hay cà khom,Ông ấy có tính hay cúi mình khúm núm khi vào gặp cấp trên
"Tụi nó ngồi xách khoé tới khuya lơ khuya lắc, sáng còn đòi ăn tiếp.",Bọn họ ngồi nói năng hỗn hào đến tận khuya mà sáng ra vẫn đòi ăn.
Cái túi kẹo nhóc ké rồi còn xin thêm cái gì nữa.,Cái túi kẹo nhét đầy ắp ních rồi còn xin thêm gì nữa.
"Cái kiểu y sì đó quen lắm rồi, ai ở đây cũng biết.","Cái kiểu còn nguyên vẹn đó quen lắm rồi, ai ở đây cũng biết."
"Đồ đạc gì xí dữ thần, tui hổng lấy đâu nghe hôn, đem liệng bỏ hết trơn giùm cái.","Đồ đạc gì xấu kinh khủng, tôi không lấy đâu nghe chưa, đem vứt bỏ hết cả giùm cái."
"Nghe ông Sáu giảng chuyện vua cỏ, tụi nhỏ gật đầu lia lịa.","Sau khi nghe ông Sáu nói về vua cờ, bọn trẻ đều gật đầu đồng tình."
"Ảnh được một cái tánh tình hệch hạc, ai cũng mến.","Anh ấy có tính tình xởi lởi, hòa đồng nên ai cũng quý mến."
Việc lớn lao mà phải thí mạng vầy là tui thấy uổng quá.,Việc lớn lao mà phải hy sinh thế này là tôi thấy uổng quá.
Diện cái đầm này vô nhìn sang hẳn ra.,Diện cái váy này vào nhìn sang hẳn ra.
Dán cái giấy kiếng mỏng dờn này vô đèn lồng nhìn đẹp bá cháy luôn á mậy.,Dán cái giấy bóng mỏng tang này vào đèn lồng nhìn đẹp tuyệt vời luôn đấy bạn.
"Hồi đó tập cách dùng này cực lắm, giờ ngấm vô máu rồi.","Hồi đó tập cách dùng này vất vả lắm, giờ đã thành thói quen."
"Bữa nay chải tóc láng cóng luôn, đi công chuyện gì hả?","Hôm nay tóc được chải rất gọn đẹp, bạn chuẩn bị đi đâu thế?"
"Hình như tui sắp đổ bệnh, thấy người rã rời hết.","Hình như tôi sắp đổ bệnh, thấy người mệt mỏi rã rời."
"Có chuyện gì nói thẳng ra đi, đừng nói lòng dòng mất thời gian.","Có chuyện gì nói thẳng ra đi, đừng nói dài dòng lèo nhèo mất thời gian."
Con cá lia thia nầy đuôi nó xòe đẹp quá.,Con cá lia thia này đuôi nó xòe đẹp quá.
"Thằng đó kiêu ngạo ghê, để nó té một lần cho nó biết mặt.","Thằng đó kiêu căng lắm, cứ để nó thất bại một lần cho nó biết mặt."
"Hổm rày ông anh đi đâu biệt tích vậy cà, hổng thấy ló cái mặt ra xóm chút nào?","Dạo này anh bạn đi đâu biệt tăm thế nhỉ, không thấy xuất hiện chút nào cả?"
Mày tới ba la de vầy mua cho tao một kết bia đi con.,Cậu tới quán bia thế này mua cho tớ một két bia đi con.
Ba cái meo rượu này,Mấy cái men rượu này
"Giận thiệt đó nha, đừng làm vầy nữa.","Giận thật đấy nhé, đừng làm thế này nữa."
"Anh ấy mua đồ mới tinh, không chê chỗ nào được.","anh ấy mua đồ mới tinh, không chê vào đâu được."
"Lũ rút bớt rồi đó, bà con tranh thủ gieo sạ nghen.",Nước lũ đã giảm nên người dân có thể tiến hành gieo sạ.
"Chuyện đó tui mù tịt, ông hỏi người khác đi.","Vấn đề đó tôi không hề hay biết, ông đi hỏi người khác đi."
Đi bên nầy sang bên kia,Đi bên này sang bên kia
Nhín nhắp kiểu này chỉ có nước mang bịnh thôi.,Cảnh báo việc tiết kiệm quá mức đến độ ăn uống kham khổ sẽ làm hại sức khỏe.
"Tui nhờ con bé Cà Xúc mua cây viết với bình mực, hổng biết nó mua chưa.",Nhờ con bé mua cho cây bút và bình mực.
"Thấy bà con bôn chôn, kẻ xách người khiêng nhộn nhịp quá trời.","Mọi người trông khá nôn nóng, người mang người vác rất tất bật."
Xây kiểu gạch ống thì hao gạch ít hơn đó mậy.,Nếu dùng gạch lỗ để xây tường thì sẽ bớt tốn vật liệu hơn.
"Xóm nhỏ vùng biên thùy vắng vẻ, có vài nóc nhà đứng cheo queo.","Xóm nhỏ vùng biên thùy vắng vẻ, có vài nóc nhà đứng vắng ngắt quạnh hiu."
"Cứ thả mút chỉ đi, dây dài mà sợ chi.","Cứ thả hết cuộn chỉ đi, dây dài mà sợ gì."
"Thằng em mày dạo này bể tiếng, nói chuyện kháp kháp như vịt đực vậy.","Thằng em mày dạo này vỡ giọng, nói chuyện khàn khàn như vịt đực vậy."
Nhậu đâu xỉn mà về đi nhẹo nhọ vậy cha nội,"Mô tả dáng đi loạng choạng, nghiêng ngả của người say xỉn."
"Nó ỉ vào ba má nó, chớ tự thân vận động thì sẽ biết đá vàng liền hà.","Nó ỷ lại vào bố mẹ nó, chứ tự bươn chải thì biết mặt nhau ngay ấy mà."
"Quận Vĩnh Châu này đủ người hết trơn, người mình, người Tiều đủ cả.","Quận Vĩnh Châu có người Việt, người gốc Hoa..."
"Đừng có xà quần ráo trọi ngoài lộ kiểu đó nghe hôn khứa nhỏ, trộm cắp nó chôm đồ bây giờ.","Đừng có loanh quanh lẩn quẩn một chỗ toàn bộ ngoài đường kiểu đó nghe chưa cậu bé, trộm cắp nó ăn trộm đồ bây giờ."
nó ngồi quắc cần câu một mình từ chiều tới tối.,nó ngồi nhấn mạnh trạng thái say xỉn một mình từ chiều đến tối.
"Bác Tư giải thích cho tụi nhỏ nghe về văn thơ, tụi nhỏ gật gù.","Bác Tư giải thích cho bọn nhỏ nghe về văn thư, bọn nhỏ gật gù."
"Ba giải thích một hồi, tụi nhỏ hiểu chuyện rồi gật gù lia lịa.","Sau khi được giải thích, bọn trẻ đều tỏ ra đã hiểu."
"Mặt mày căng đét, ngó vô thấy ghê thiệt.",Nhìn gương mặt đó ai cũng cảm thấy dè chừng.
Cái thằng bé óc mít này coi vậy mà lanh lắm,Thằng bé nhỏ nhắn này trông vậy mà lanh lợi lắm
Cái kiểu làm nhăn nhúm đó ở đây ai cũng rành hết trơn.,Kiểu làm nhàu nát đó mọi người nơi đây đều quá quen thuộc.
"Tui học được cái vô nước này hồi còn nhỏ xíu, giờ nhớ y nguyên.",Tôi học được cách này từ nhỏ và đến nay vẫn còn nhớ rõ.
"Quần áo ngay ngắn dữ thần, chắc có việc quan trọng hả?","Trang phục rất chỉnh tề, có phải cậu sắp đi dự việc quan trọng không?"
Con gái Ba Điều càng lớn trông càng bắt nhỡn,Con gái Ba Điều càng lớn trông càng bắt mắt
Mới lời qua tiếng lại chút xíu là tụi nó lôi dao ra xử nhau rồi.,Chỉ tranh cãi một chút là họ đã mang dao ra đánh nhau.
"Nó nói gì nói, anh cứ mần thinh đi","Nó nói gì nói, anh cứ nín thinh đi"
"Ba con lòng tong đó ăn hổng khoái khẩu gì, tanh quá trời.",Mấy con cá đòng đong ấy ăn không ngon mà còn rất tanh.
Đoán mò mà kết quả sai bét hết trơn.,Đoán bừa nên kết quả sai bét cả rồi.
"Hai vợ chồng bển dạo này ăn ở lục đục hoài hà mậy, chòm xóm ai cũng biết ráo trọi.","Hai vợ chồng bên ấy dạo này ăn ở xích mích mãi thôi bạn, xóm giềng ai cũng biết toàn bộ."
"Hổm rày mấy đứa cứ yếu xìu hoài, có chuyện gì vậy?","Dạo này mấy đứa cứ rất yếu mãi, có chuyện gì vậy?"
"Dạ, may phước cho đời tôi quá, nhờ ông mà con tôi được đi học.","Vâng, may phúc cho đời tôi quá, nhờ ông mà con tôi được đi học."
Bây giờ ai gọi là đèn khí nữa Thiên hạ gọi là đèn điện hết rồi,Bây giờ ai gọi là đèn điện nữa Mọi người gọi là đèn điện hết rồi
"Nó gọi dặc ngược hổng biết có chuyện chi gấp, con coi thử đi.","Nó gọi giật giọng không biết có chuyện gì gấp, con xem thử đi."
Dưới quê gặp chuyện là người ta tá hỏa tam tinh liền.,"Ở quê, mọi người thường rất hoảng hốt khi gặp chuyện bất ngờ."
"Ngồi sòng cả ngày, tốn thời gian mà chẳng được chi.","Ngồi đánh bạc cả ngày, tốn thời gian mà chẳng được gì."
"Đừng có lội ra chỗ lòng chảo đó nghe hôn, cuốn vô một cái là chết hụt đó.","Đừng có bơi ra chỗ vùng xoáy nước đó nghe chưa, cuốn vào một cái là chết hụt đấy."
"Chạy bộ ngoài lộ mà dòm trời chuyển đen kịt hết trơn vầy, nhém xíu nữa té mương vì hớt hải.","Đi bộ ngoài đường mà nhìn trời chuyển đen kịt hết cả thế này, suýt chút nữa ngã xuống mương vì hấp tấp."
"Xê qua chút coi mậy, cho tao ngồi ké với.",Dịch người sang một chút để tôi ngồi cùng.
"Dang ra vầy bác Năm mới làm được, con đi chỗ khác đi.","Tránh ra thế này bác Năm mới làm được, con đi chỗ khác đi."
"Gọi dặc ngược vầy chắc là có chuyện gấp thiệt rồi, con mau ra coi.","Gọi giật giọng thế này chắc là có chuyện gấp thật rồi, con mau ra xem."
"Tay chân tui hôm nay cứ tăn tăn khó chịu, chắc sắp mưa.","Tay chân tôi hôm nay cứ đau nhức nhè nhẹ khó chịu, chắc sắp mưa."
"Coi chừng bị đám ba ngầu nó ví nghe hôn mậy, nó ví một cái là chạy hông thoát đâu à.","Coi chừng bị đám du côn nó vây nghe chưa bạn, nó vây một cái là chạy không thoát đâu đấy."
"Nhá hé ra chút coi, tao coi thử coi sao.",Hé ra một chút để tôi xem thử.
"Đồ thì mắc mà bán hàng cũng hổng niềm nở, lần sau khỏi ghé.","Hàng hóa thì đắt mà thái độ bán hàng cũng chẳng nhiệt tình, lần sau không ghé nữa."
"Dì Ba hay nói tới chuyện quạt lúa hoài, tao nghe miết quen tai ráo trọi rồi mậy.","Dì Ba hay nói tới chuyện dụng cụ làm sạch lúa lép mãi, tôi nghe suốt quen tai toàn bộ rồi bạn."
"Từ nào tới giờ, tánh nó vẫn vậy","Từ xưa tới giờ, tính nó vẫn vậy"
